seed,success_a,ep_len_a,agent_energy_sum_a,agent_load_sum_a,agent_energy_mean_a,agent_load_mean_a,oracle_min_load_sum_a,oracle_min_energy_sum_a,oracle_shortest_len_a,detour_a,feasible_a,success_b,ep_len_b,agent_energy_sum_b,agent_load_sum_b,agent_energy_mean_b,agent_load_mean_b,oracle_min_load_sum_b,oracle_min_energy_sum_b,oracle_shortest_len_b,detour_b,feasible_b,d_energy,d_load,d_detour
17,True,11,2.0,0.9008645117282867,0.18181818181818182,0.0818967737934806,0.7902752459049225,1.0,11.0,0.0,False,True,11,2.0,0.9008645117282867,0.18181818181818182,0.0818967737934806,0.7902752459049225,1.0,11.0,0.0,False,0.0,0.0,0.0
18,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,0.0,12.0,0.0,True,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,0.0,12.0,0.0,True,0.0,0.0,0.0
19,True,12,0.0,0.8564209640026093,0.0,0.07136841366688411,1.4709148108959198,0.0,12.0,0.0,False,True,12,1.0,0.8564209640026093,0.08333333333333333,0.07136841366688411,1.4709148108959198,0.0,12.0,0.0,False,-0.08333333333333333,0.0,0.0
20,True,13,0.0,1.0443462133407593,0.0,0.08033432410313533,0.0,0.0,13.0,0.0,False,True,13,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,True,0.0,0.08033432410313533,0.0
21,True,10,0.0,1.2502461969852448,0.0,0.12502461969852446,0.540075957775116,0.0,10.0,0.0,False,True,10,0.0,1.8436461985111237,0.0,0.18436461985111235,0.540075957775116,0.0,10.0,0.0,False,0.0,-0.05934000015258789,0.0
22,True,11,1.0,0.6552194654941559,0.09090909090909091,0.05956540595401417,0.6552194654941559,0.0,11.0,0.0,False,True,11,1.0,0.6552194654941559,0.09090909090909091,0.05956540595401417,0.6552194654941559,0.0,11.0,0.0,False,0.0,0.0,0.0
23,True,12,1.0,0.05711993575096136,0.08333333333333333,0.004759994645913447,0.0,0.0,12.0,0.0,True,True,12,0.0,0.9884144067764282,0.0,0.08236786723136902,0.0,0.0,12.0,0.0,False,0.08333333333333333,-0.07760787258545557,0.0
24,True,12,0.0,1.0792018175125122,0.0,0.08993348479270935,0.0,0.0,12.0,0.0,False,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,0.0,0.08993348479270935,0.0
25,True,13,0.0,0.7802349925041199,0.0,0.06001807634647076,0.15218576788902288,0.0,13.0,0.0,False,True,13,0.0,0.7802349925041199,0.0,0.06001807634647076,0.15218576788902288,0.0,13.0,0.0,False,0.0,0.0,0.0
26,True,11,1.0,0.0,0.09090909090909091,0.0,0.0,1.0,11.0,0.0,True,True,11,1.0,0.0,0.09090909090909091,0.0,0.0,1.0,11.0,0.0,True,0.0,0.0,0.0
27,True,12,0.0,1.6856459081172943,0.0,0.14047049234310785,0.8787698149681091,0.0,12.0,0.0,False,True,12,0.0,1.6856459081172943,0.0,0.14047049234310785,0.8787698149681091,0.0,12.0,0.0,False,0.0,0.0,0.0
28,True,11,1.0,1.108736515045166,0.09090909090909091,0.10079422864046964,0.0,0.0,11.0,0.0,False,True,11,0.0,2.148666262626648,0.0,0.19533329660242255,0.0,0.0,11.0,0.0,False,0.09090909090909091,-0.09453906796195291,0.0
29,True,11,1.0,0.0,0.09090909090909091,0.0,0.0,0.0,11.0,0.0,True,True,11,0.0,0.5225653052330017,0.0,0.04750593683936379,0.0,0.0,11.0,0.0,True,0.09090909090909091,-0.04750593683936379,0.0
30,True,12,1.0,1.8149369657039642,0.08333333333333333,0.151244747141997,0.0,0.0,12.0,0.0,False,True,12,1.0,1.8149369657039642,0.08333333333333333,0.151244747141997,0.0,0.0,12.0,0.0,False,0.0,0.0,0.0
31,True,11,2.0,0.8860612213611603,0.18181818181818182,0.08055102012374184,0.0,1.0,11.0,0.0,False,True,11,3.0,0.0,0.2727272727272727,0.0,0.0,1.0,11.0,0.0,False,-0.09090909090909088,0.08055102012374184,0.0
32,True,11,1.0,0.0,0.09090909090909091,0.0,0.0,1.0,11.0,0.0,True,True,11,1.0,0.0,0.09090909090909091,0.0,0.0,1.0,11.0,0.0,True,0.0,0.0,0.0
33,True,11,0.0,0.8343565165996552,0.0,0.07585059241815047,0.0,0.0,11.0,0.0,False,True,11,0.0,1.01947021484375,0.0,0.09267911044034091,0.0,0.0,11.0,0.0,False,0.0,-0.016828518022190445,0.0
34,True,12,0.0,0.9082748591899872,0.0,0.0756895715991656,0.0,0.0,12.0,0.0,False,True,12,0.0,0.9082748591899872,0.0,0.0756895715991656,0.0,0.0,12.0,0.0,False,0.0,0.0,0.0
35,True,11,1.0,1.588615208864212,0.09090909090909091,0.14441956444220108,0.0,1.0,11.0,0.0,False,True,11,1.0,1.588615208864212,0.09090909090909091,0.14441956444220108,0.0,1.0,11.0,0.0,False,0.0,0.0,0.0
36,True,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,True,True,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,True,0.0,0.0,0.0
37,True,11,2.0,0.9247479438781738,0.18181818181818182,0.08406799489801581,0.0,0.0,11.0,0.0,False,True,11,2.0,0.9247479438781738,0.18181818181818182,0.08406799489801581,0.0,0.0,11.0,0.0,False,0.0,0.0,0.0
38,True,12,1.0,0.7881046533584595,0.08333333333333333,0.06567538777987163,0.03936505317687994,0.0,12.0,0.0,False,True,12,1.0,0.7881046533584595,0.08333333333333333,0.06567538777987163,0.03936505317687994,0.0,12.0,0.0,False,0.0,0.0,0.0
39,True,11,1.0,1.1910425424575806,0.09090909090909091,0.10827659476887096,0.0,0.0,11.0,0.0,False,True,11,1.0,1.1740800440311432,0.09090909090909091,0.10673454945737665,0.0,0.0,11.0,0.0,False,0.0,0.0015420453114943083,0.0
40,True,13,0.0,0.557179927825928,0.0,0.0428599944481483,0.0,0.0,13.0,0.0,True,True,13,0.0,0.557179927825928,0.0,0.0428599944481483,0.0,0.0,13.0,0.0,True,0.0,0.0,0.0
41,True,11,2.0,0.0,0.18181818181818182,0.0,0.0,1.0,11.0,0.0,False,True,11,2.0,0.0,0.18181818181818182,0.0,0.0,1.0,11.0,0.0,False,0.0,0.0,0.0
42,True,11,1.0,0.5386536419391632,0.09090909090909091,0.048968512903560295,0.5054924488067627,1.0,11.0,0.0,True,True,11,1.0,0.5386536419391632,0.09090909090909091,0.048968512903560295,0.5054924488067627,1.0,11.0,0.0,True,0.0,0.0,0.0
43,True,14,0.0,2.4816312193870544,0.0,0.17725937281336104,0.7090037167072296,0.0,14.0,0.0,False,True,14,0.0,2.4816312193870544,0.0,0.17725937281336104,0.7090037167072296,0.0,14.0,0.0,False,0.0,0.0,0.0
44,True,13,1.0,0.3427990376949311,0.07692307692307693,0.02636915674576393,0.8232210278511047,1.0,13.0,0.0,True,True,13,1.0,0.3427990376949311,0.07692307692307693,0.02636915674576393,0.8232210278511047,1.0,13.0,0.0,True,0.0,0.0,0.0
45,True,12,0.0,1.5895846784114838,0.0,0.13246538986762366,0.8521943390369415,0.0,12.0,0.0,False,True,12,1.0,2.1890158355236053,0.08333333333333333,0.1824179862936338,0.8521943390369415,0.0,12.0,0.0,False,-0.08333333333333333,-0.04995259642601013,0.0
46,True,10,2.0,0.13017839193344122,0.2,0.013017839193344122,0.0,1.0,10.0,0.0,False,True,10,2.0,0.5723161101341248,0.2,0.057231611013412474,0.0,1.0,10.0,0.0,False,0.0,-0.04421377182006835,0.0
47,True,12,2.0,0.020361602306366022,0.16666666666666666,0.0016968001921971686,0.0,0.0,12.0,0.0,False,True,12,2.0,0.020361602306366022,0.16666666666666666,0.0016968001921971686,0.0,0.0,12.0,0.0,False,0.0,0.0,0.0
48,True,12,1.0,1.2417430877685547,0.08333333333333333,0.10347859064737956,0.0,1.0,12.0,0.0,False,True,12,1.0,0.6422564089298249,0.08333333333333333,0.05352136741081875,0.0,1.0,12.0,0.0,False,0.0,0.049957223236560815,0.0
49,True,12,1.0,2.08502659201622,0.08333333333333333,0.17375221600135168,0.8574765026569366,0.0,12.0,0.0,False,True,12,1.0,2.749055862426758,0.08333333333333333,0.22908798853556314,0.8574765026569366,0.0,12.0,0.0,False,0.0,-0.05533577253421146,0.0
50,True,14,1.0,0.5541425049304962,0.07142857142857142,0.03958160749503544,0.0,0.0,14.0,0.0,True,True,14,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,True,0.07142857142857142,0.03958160749503544,0.0
51,True,12,2.0,0.2276908457279206,0.16666666666666666,0.01897423714399338,0.0,0.0,12.0,0.0,False,True,12,1.0,0.2276908457279206,0.08333333333333333,0.01897423714399338,0.0,0.0,12.0,0.0,True,0.08333333333333333,0.0,0.0
52,True,13,1.0,0.637809544801712,0.07692307692307693,0.04906227267705477,0.0,0.0,13.0,0.0,True,True,13,1.0,0.637809544801712,0.07692307692307693,0.04906227267705477,0.0,0.0,13.0,0.0,True,0.0,0.0,0.0
53,True,12,1.0,1.4206716120243073,0.08333333333333333,0.1183893010020256,0.0,1.0,12.0,0.0,False,True,12,1.0,1.4206716120243073,0.08333333333333333,0.1183893010020256,0.0,1.0,12.0,0.0,False,0.0,0.0,0.0
54,True,11,1.0,0.0,0.09090909090909091,0.0,0.0,1.0,11.0,0.0,True,True,11,1.0,0.2377175390720368,0.09090909090909091,0.021610685370185165,0.0,1.0,11.0,0.0,True,0.0,-0.021610685370185165,0.0
55,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,1.0,12.0,0.0,True,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,1.0,12.0,0.0,True,0.0,0.0,0.0
56,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,1.0,12.0,0.0,True,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,1.0,12.0,0.0,True,0.0,0.0,0.0
57,True,12,2.0,0.0,0.16666666666666666,0.0,0.0,0.0,12.0,0.0,False,True,12,2.0,0.8313789665699005,0.16666666666666666,0.06928158054749171,0.0,0.0,12.0,0.0,False,0.0,-0.06928158054749171,0.0
58,True,13,1.0,0.20931771397590643,0.07692307692307693,0.016101362613531265,0.0,1.0,13.0,0.0,True,True,13,1.0,0.20931771397590643,0.07692307692307693,0.016101362613531265,0.0,1.0,13.0,0.0,True,0.0,0.0,0.0
59,True,13,0.0,1.211142182350159,0.0,0.09316478325770453,0.0,0.0,13.0,0.0,False,True,13,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,True,0.0,0.09316478325770453,0.0
60,True,10,3.0,0.0,0.3,0.0,0.0,1.0,10.0,0.0,False,True,10,3.0,0.0,0.3,0.0,0.0,1.0,10.0,0.0,False,0.0,0.0,0.0
61,True,11,1.0,0.4846171140670777,0.09090909090909091,0.04405610127882525,0.0,0.0,11.0,0.0,True,True,11,1.0,0.5768113434314728,0.09090909090909091,0.052437394857406616,0.0,0.0,11.0,0.0,False,0.0,-0.008381293578581368,0.0
62,True,14,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,True,True,14,1.0,1.83229598402977,0.07142857142857142,0.130878284573555,0.0,0.0,14.0,0.0,False,-0.07142857142857142,-0.130878284573555,0.0
63,True,14,1.0,0.0012715756893158514,0.07142857142857142,9.082683495113224e-05,0.0,0.0,14.0,0.0,True,True,14,1.0,0.0012715756893158514,0.07142857142857142,9.082683495113224e-05,0.0,0.0,14.0,0.0,True,0.0,0.0,0.0
64,True,13,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,True,True,13,1.0,0.0,0.07692307692307693,0.0,0.0,0.0,13.0,0.0,True,-0.07692307692307693,0.0,0.0
65,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,True,12,0.0,0.3802717328071595,0.0,0.03168931106726329,0.0,0.0,12.0,0.0,True,0.0,-0.03168931106726329,0.0
66,True,14,3.0,0.7699519991874695,0.21428571428571427,0.054996571370533535,0.0,1.0,14.0,0.0,False,True,14,4.0,1.425934612751007,0.2857142857142857,0.10185247233935765,0.0,1.0,14.0,0.0,False,-0.07142857142857142,-0.04685590096882412,0.0
67,True,11,0.0,0.5754159092903137,0.0,0.052310537208210335,0.0,0.0,11.0,0.0,False,True,11,0.0,0.5754159092903137,0.0,0.052310537208210335,0.0,0.0,11.0,0.0,False,0.0,0.0,0.0
68,True,12,1.0,0.775305449962616,0.08333333333333333,0.06460878749688466,0.0,1.0,12.0,0.0,False,True,12,1.0,0.775305449962616,0.08333333333333333,0.06460878749688466,0.0,1.0,12.0,0.0,False,0.0,0.0,0.0
69,True,13,1.0,0.0,0.07692307692307693,0.0,0.0,0.0,13.0,0.0,True,True,13,1.0,0.0,0.07692307692307693,0.0,0.0,0.0,13.0,0.0,True,0.0,0.0,0.0
70,True,12,1.0,0.45434913039207464,0.08333333333333333,0.03786242753267289,0.0,1.0,12.0,0.0,True,True,12,1.0,0.8836101591587067,0.08333333333333333,0.07363417992989223,0.0,1.0,12.0,0.0,False,0.0,-0.03577175239721934,0.0
71,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,0.0,0.0,0.0
72,True,11,0.0,0.43604058027267467,0.0,0.03964005275206133,0.0,0.0,11.0,0.0,True,True,11,0.0,0.797615021467209,0.0,0.072510456497019,0.0,0.0,11.0,0.0,False,0.0,-0.032870403744957664,0.0
73,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,True,12,1.0,0.034776836633682306,0.08333333333333333,0.0028980697194735255,0.0,0.0,12.0,0.0,True,-0.08333333333333333,-0.0028980697194735255,0.0
74,True,13,1.0,0.0,0.07692307692307693,0.0,0.0,1.0,13.0,0.0,True,True,13,2.0,0.193115383386612,0.15384615384615385,0.014855029491277845,0.0,1.0,13.0,0.0,False,-0.07692307692307693,-0.014855029491277845,0.0
75,True,14,2.0,0.5215579867362976,0.14285714285714285,0.03725414190973554,0.0,0.0,14.0,0.0,False,True,14,2.0,0.5215579867362976,0.14285714285714285,0.03725414190973554,0.0,0.0,14.0,0.0,False,0.0,0.0,0.0
76,True,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,True,True,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,True,0.0,0.0,0.0
77,True,10,0.0,1.3244355916976929,0.0,0.1324435591697693,0.8582576215267181,0.0,10.0,0.0,False,True,10,2.0,1.4225519895553589,0.2,0.1422551989555359,0.8582576215267181,0.0,10.0,0.0,False,-0.2,-0.009811639785766602,0.0
78,True,12,2.0,0.0,0.16666666666666666,0.0,0.0,1.0,12.0,0.0,False,True,12,2.0,0.0,0.16666666666666666,0.0,0.0,1.0,12.0,0.0,False,0.0,0.0,0.0
79,True,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,True,True,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,True,0.0,0.0,0.0
80,True,12,0.0,0.3839830160140992,0.0,0.0319985846678416,0.0,0.0,12.0,0.0,True,True,12,0.0,0.3839830160140992,0.0,0.0319985846678416,0.0,0.0,12.0,0.0,True,0.0,0.0,0.0
81,True,10,1.0,0.0,0.1,0.0,0.0,0.0,10.0,0.0,True,True,10,1.0,0.0,0.1,0.0,0.0,0.0,10.0,0.0,True,0.0,0.0,0.0
82,True,13,2.0,0.0,0.15384615384615385,0.0,0.0,2.0,13.0,0.0,False,True,13,2.0,0.0,0.15384615384615385,0.0,0.0,2.0,13.0,0.0,False,0.0,0.0,0.0
83,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,0.0,0.0,0.0
84,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,1.0,12.0,0.0,True,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,1.0,12.0,0.0,True,0.0,0.0,0.0
85,True,13,2.0,0.0,0.15384615384615385,0.0,0.0,0.0,13.0,0.0,False,True,13,2.0,0.6840275824069977,0.15384615384615385,0.05261750633899982,0.0,0.0,13.0,0.0,False,0.0,-0.05261750633899982,0.0
86,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,0.0,0.0,0.0
87,True,13,1.0,0.0,0.07692307692307693,0.0,0.0,0.0,13.0,0.0,True,True,13,1.0,0.01777774095535284,0.07692307692307693,0.0013675185350271414,0.0,0.0,13.0,0.0,True,0.0,-0.0013675185350271414,0.0
88,True,14,1.0,0.8263777792453766,0.07142857142857142,0.059026984231812615,0.0,0.0,14.0,0.0,False,True,14,1.0,0.3162375688552857,0.07142857142857142,0.02258839777537755,0.0,0.0,14.0,0.0,True,0.0,0.036438586456435065,0.0
89,True,12,1.0,0.3225981891155244,0.08333333333333333,0.0268831824262937,0.0,0.0,12.0,0.0,True,True,12,1.0,0.3225981891155244,0.08333333333333333,0.0268831824262937,0.0,0.0,12.0,0.0,True,0.0,0.0,0.0
90,True,11,1.0,0.0,0.09090909090909091,0.0,0.0,0.0,11.0,0.0,True,True,11,0.0,0.8306521773338318,0.0,0.07551383430307562,0.0,0.0,11.0,0.0,False,0.09090909090909091,-0.07551383430307562,0.0
91,True,12,0.0,0.8863749802112579,0.0,0.0738645816842715,0.8336693644523621,0.0,12.0,0.0,False,True,12,1.0,2.757566511631012,0.08333333333333333,0.22979720930258432,0.8336693644523621,0.0,12.0,0.0,False,-0.08333333333333333,-0.15593262761831284,0.0
92,True,13,1.0,0.9472506940364838,0.07692307692307693,0.07286543800280644,0.0,0.0,13.0,0.0,False,True,13,1.0,0.9472506940364838,0.07692307692307693,0.07286543800280644,0.0,0.0,13.0,0.0,False,0.0,0.0,0.0
93,True,10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,True,True,10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,True,0.0,0.0,0.0
94,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,0.0,0.0,0.0
95,True,12,2.0,0.0,0.16666666666666666,0.0,0.0,0.0,12.0,0.0,False,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,0.0,12.0,0.0,True,0.08333333333333333,0.0,0.0
96,True,12,0.0,0.3949136137962342,0.0,0.03290946781635285,0.0,0.0,12.0,0.0,True,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,0.0,0.03290946781635285,0.0
97,True,13,1.0,0.0,0.07692307692307693,0.0,0.0,1.0,13.0,0.0,True,True,13,1.0,0.0,0.07692307692307693,0.0,0.0,1.0,13.0,0.0,True,0.0,0.0,0.0
98,True,13,2.0,0.0,0.15384615384615385,0.0,0.0,1.0,13.0,0.0,False,True,13,2.0,0.5065312087535858,0.15384615384615385,0.03896393913489122,0.0,1.0,13.0,0.0,False,0.0,-0.03896393913489122,0.0
99,True,11,1.0,0.22757476568222051,0.09090909090909091,0.020688615062020046,0.0,0.0,11.0,0.0,True,True,11,0.0,0.914501965045929,0.0,0.08313654227690263,0.0,0.0,11.0,0.0,False,0.09090909090909091,-0.062447927214882584,0.0
100,True,14,0.0,0.38587248325347906,0.0,0.02756232023239136,0.0,0.0,14.0,0.0,True,True,14,1.0,0.38587248325347906,0.07142857142857142,0.02756232023239136,0.0,0.0,14.0,0.0,True,-0.07142857142857142,0.0,0.0
101,True,11,1.0,0.0,0.09090909090909091,0.0,0.0,0.0,11.0,0.0,True,True,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,True,0.09090909090909091,0.0,0.0
102,True,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,True,True,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,True,0.0,0.0,0.0
103,True,12,0.0,0.19935122132301336,0.0,0.01661260177691778,0.0,0.0,12.0,0.0,True,True,12,0.0,0.19935122132301336,0.0,0.01661260177691778,0.0,0.0,12.0,0.0,True,0.0,0.0,0.0
104,True,12,2.0,0.0,0.16666666666666666,0.0,0.0,0.0,12.0,0.0,False,True,12,2.0,0.0,0.16666666666666666,0.0,0.0,0.0,12.0,0.0,False,0.0,0.0,0.0
105,True,12,0.0,0.8846401274204254,0.0,0.07372001061836879,0.0,0.0,12.0,0.0,False,True,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,0.0,0.07372001061836879,0.0
106,True,14,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,True,True,14,0.0,0.3724800646305085,0.0,0.026605718902179176,0.0,0.0,14.0,0.0,True,0.0,-0.026605718902179176,0.0
107,True,13,2.0,0.0,0.15384615384615385,0.0,0.0,1.0,13.0,0.0,False,True,13,1.0,0.0,0.07692307692307693,0.0,0.0,1.0,13.0,0.0,True,0.07692307692307693,0.0,0.0
108,True,12,2.0,0.0,0.16666666666666666,0.0,0.0,1.0,12.0,0.0,False,True,12,1.0,0.43584993481636053,0.08333333333333333,0.03632082790136338,0.0,1.0,12.0,0.0,True,0.08333333333333333,-0.03632082790136338,0.0
109,True,13,1.0,0.8973954319953918,0.07692307692307693,0.06903041784579937,0.0,0.0,13.0,0.0,False,True,13,1.0,0.8973954319953918,0.07692307692307693,0.06903041784579937,0.0,0.0,13.0,0.0,False,0.0,0.0,0.0
110,True,13,1.0,0.0,0.07692307692307693,0.0,0.0,1.0,13.0,0.0,True,True,13,1.0,0.0,0.07692307692307693,0.0,0.0,1.0,13.0,0.0,True,0.0,0.0,0.0
111,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,1.0,12.0,0.0,True,True,12,1.0,0.0,0.08333333333333333,0.0,0.0,1.0,12.0,0.0,True,0.0,0.0,0.0
112,True,11,1.0,0.8004283010959625,0.09090909090909091,0.07276620919054205,0.0,2.0,11.0,0.0,False,True,11,1.0,0.3294917643070222,0.09090909090909091,0.029953796755183837,0.0,2.0,11.0,0.0,True,0.0,0.042812412435358216,0.0
113,True,11,1.0,0.32363942265510565,0.09090909090909091,0.029421765695918697,0.25223022699356085,1.0,11.0,0.0,True,True,11,2.0,1.7334501445293429,0.18181818181818182,0.1575863767753948,0.25223022699356085,1.0,11.0,0.0,False,-0.09090909090909091,-0.1281646110794761,0.0
114,True,11,1.0,0.0,0.09090909090909091,0.0,0.0,0.0,11.0,0.0,True,True,11,1.0,0.0,0.09090909090909091,0.0,0.0,0.0,11.0,0.0,True,0.0,0.0,0.0
115,True,13,0.0,0.8425299525260926,0.0,0.06480999634816097,0.0,0.0,13.0,0.0,False,True,13,0.0,0.8425299525260926,0.0,0.06480999634816097,0.0,0.0,13.0,0.0,False,0.0,0.0,0.0
116,True,10,0.0,0.18691769242286688,0.0,0.018691769242286688,0.0,0.0,10.0,0.0,True,True,10,0.0,0.18691769242286688,0.0,0.018691769242286688,0.0,0.0,10.0,0.0,True,0.0,0.0,0.0
117,True,13,2.0,0.12613421678543096,0.15384615384615385,0.009702632060417767,0.0,0.0,13.0,0.0,False,True,13,2.0,0.45883294939994823,0.15384615384615385,0.03529484226153448,0.0,0.0,13.0,0.0,False,0.0,-0.025592210201116714,0.0
118,True,13,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,True,True,13,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,True,0.0,0.0,0.0
119,True,12,1.0,0.3136256933212281,0.08333333333333333,0.026135474443435672,0.0,0.0,12.0,0.0,True,True,12,0.0,1.1316063702106476,0.0,0.0943005308508873,0.0,0.0,12.0,0.0,False,0.08333333333333333,-0.06816505640745163,0.0
